,Title,Release_Year,Genre,Synopsis,image_url,image_id
7207,Southern Survival,(2020– ),"
Reality-TV            ","
The peace agreement between FARC guerrillas and the Colombian Government throws the country into chaos. What happens to a fragile peace in an unequal country if doing the 'wrong' thing may easily be justified as the only means of struggle?","https://m.media-amazon.com/images/M/MV5BYjdmYjgzYTAtZmUxYi00YTcwLTgyZmEtZDU5NTg3YmQ5N2RjXkEyXkFqcGdeQXVyMjg0MTg1NDI@._V1_UY98_CR2,0,67,98_AL_.jpg",tt11563822
7208,Speech & Debate: The Aftermath,(2020),"
Short, Comedy            ","
Set amid the grit, greed, and glory of 1980s New York, Empires of New York chronicles the meteoric rise of five icons - Ivan Boesky, Donald Trump, Leona Helmsley, Rudy Giuliani and John Gotti.","https://m.media-amazon.com/images/M/MV5BYzczNGQwODctYmFiZC00ZWMwLWFjMzQtNjZlN2IzNTU2MzIwXkEyXkFqcGdeQXVyODg3NjgxNjc@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13354924
7209,Silent Voice,(2020),"
Documentary            ","
A Sky original family tale told in the style of David Walliams' best-selling children's books, featuring Britain's best acting talent and packed with laughs, heart and magic beans.","https://m.media-amazon.com/images/M/MV5BMTkzY2NmMGUtZTIyZC00OTIwLTgyYWMtYWJkNDM0YmUyYTQ1XkEyXkFqcGdeQXVyNTgzMzY0MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13196560
7210,Thomas and the Magic Railroad: 20th Anniversary Celebration,(2020 Video),"
Adventure, Comedy, Drama            ","
Charity, an ambitious pragmatic reporter, learns the true meaning of Christmas when she investigates Erik Gallagher, a millionaire who insists that all the gifts that arrive on Christmas every year are from none-other than Santa himself.","https://m.media-amazon.com/images/M/MV5BY2RlMDNjYzEtYjdmMi00NDgyLWI1OWItN2MyMjYyNjM1ODQyXkEyXkFqcGdeQXVyMjMyNzgzMzE@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12792442
7211,Colombia in My Arms,(2020),"
Documentary, Drama            ","
On the run, Marian returns to her hometown to hide out with her identical twin sister, Vivian, altering the trajectory of both their lives.","https://m.media-amazon.com/images/M/MV5BZGYxYWNkNTAtMGEyNi00NWVmLWE3MmUtYTA3NDc2YmQyYzRlXkEyXkFqcGdeQXVyNjk2NjYzODY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12373414
7212,Empires of New York,(2020),"
Documentary            ","
A man finds himself alone in the mountains to ponder what happened being separated from his wife and children for years. He finds God and Jesus.","https://m.media-amazon.com/images/M/MV5BZTRhY2VlMDMtMjZmMi00ZTI4LThkY2QtYWJiZGZjYWQxMjIyXkEyXkFqcGdeQXVyNTc5ODQxOTY@._V1_UY98_CR4,0,67,98_AL_.jpg",tt12798898
7213,Christmas Unwrapped,(2020 TV Movie),"
Comedy, Drama, Romance            ","
A summit of leaders of South Korea, North Korea, and the U.S. is meant to have them discuss North Korea's nuclear issue and a peace settlement for the Korean peninsula, but instead, the leaders end up being abducted.","https://m.media-amazon.com/images/M/MV5BYjU4MmM0YzAtZmNhZC00Nzg4LTgwOTMtYzFhODgxNDYwZDM4XkEyXkFqcGdeQXVyMDM1MzY1Mg@@._V1_UY98_CR1,0,67,98_AL_.jpg",tt10516176
7214,Superior,(2021),"
Drama, Thriller            ","
Follow Dana Jain, a feisty 10-year-old 'paleontologist in training' who eats, sleeps and breathes dinos, as she tries to solve dino experiment 901-where are all the kid dinos?","https://m.media-amazon.com/images/M/MV5BMjA2Y2NjNTktNjRhOC00NzQzLTgxYTgtMzMzNWQyN2M2MTQxXkEyXkFqcGdeQXVyNTY0NzUxNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12215286
7215,Brokeback Mountain 2,(2020),"
Comedy, Drama            ","
Colette runs a coffee shop that is known for her secret and famous hot chocolate. Marcus, a new dessert shop owner, starts to draw in Colette's customers, she is determined to expose him.","https://m.media-amazon.com/images/M/MV5BODU5OTU4N2EtOTRjOC00MTViLTkxMzgtMTViZTg4Mzc3ZmY1XkEyXkFqcGdeQXVyMjUwOTMwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13779034
7216,Steel Rain 2,(2020),"
Action, Drama, Thriller            ","
Journey to Zambia's Luangwa Valley, a landscape abundant with prey. In the spectacular wilderness, two neighboring lion prides lay claim to prime hunting territory. The mighty MKs and the ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BZWI0Y2UwZjUtNDM1ZC00MzllLTg5OGUtMjFlMWQ3YmIzNWJmXkEyXkFqcGdeQXVyMjIwODM3MDA@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13941590
7217,Dino Dana: The Movie,(2020),"
Adventure, Family, Fantasy            ","
Explores the story of a Pentecostal minister, accused of attempting to murder his wife with a rattlesnake. Based on true events!","https://m.media-amazon.com/images/M/MV5BZmM3ZDViN2YtODkzYi00YWJlLWI0MjItODMwMTNlMjEwYTM1XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UY98_CR5,0,67,98_AL_.jpg",tt12837230
7218,Hot Chocolate Holiday,(2020),"
Romance            ","
Natasha works in the canteen of a secret Soviet research institute. She drinks a lot, likes to talk about love and embarks on an affair. State security intervenes. A tale of violence that is as radical as it is provocative.","https://m.media-amazon.com/images/M/MV5BMDVkOWRiYjMtZDA1NS00YTdiLWI0MzQtYzAyYzRkNTZkMDc5XkEyXkFqcGdeQXVyMjc5NDYwNTU@._V1_UY98_CR1,0,67,98_AL_.jpg",tt11697832
7219,Big Cat Country,(2020– ),"
Documentary            ","
A woman's life turns into a living nightmare when she takes in a roommate who makes wigs out of human hair","https://m.media-amazon.com/images/M/MV5BMDUyMzBhMGUtNzFkNy00ZWFlLWFiMjItNzQxOTVkMDkwODAyXkEyXkFqcGdeQXVyMTMyNjgyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8247902
7220,Alabama Snake (II),(2020),"
Documentary, Crime            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BOWEyZjUwZjQtMTQ2OS00OGZmLWExZTItZjIzZDBhM2VhZjA1XkEyXkFqcGdeQXVyMzE5NDU3NjQ@._V1_UY98_CR16,0,67,98_AL_.jpg",tt12948110
7221,DAU. Natasha,(2020),"
Drama            ","
A personal, scientific, mystical exploration of Amazonian curanderismo, focus on Ayahuasca and Master Plants, their healing and visionary properties and risks, along with the Shipibo people and their songs.","https://m.media-amazon.com/images/M/MV5BNmUxMWE3MWQtYjA1ZC00YTZlLWEwN2UtNTIzMWFjZTU4YjFhXkEyXkFqcGdeQXVyMTk0NjcyOTk@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8502580
7222,Goody Grace feat. G-Eazy & Juicy J: Nothing Good,(2020 Music Video),"
Animation, Horror, Music            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BZTQwYTY5MzUtNDlkMy00NGNhLTlhOTAtYTYxODVkNzYyYjBlXkEyXkFqcGdeQXVyMjgzMzAzMjE@._V1_UY98_CR53,0,67,98_AL_.jpg",tt11786082
7223,The Song That Calls You Home,(2020),"
Documentary            ","
Conflict drama between two individuals in one night.","https://m.media-amazon.com/images/M/MV5BZjJlYmViZTgtZDkxMi00NDk2LWJjOGItNDczM2Y1MmI2MzkyXkEyXkFqcGdeQXVyMTAzNDc0MzM2._V1_UY98_CR1,0,67,98_AL_.jpg",tt15084952
7224,Aly & AJ: Attack of Panic,(2020 Music Video),"
Music            ","
Hardworking teenager Sean feels let down by life, but faces a crisis of character through a series of his own bad decisions.","https://m.media-amazon.com/images/M/MV5BMTgwZTU2Y2UtMDkzZC00Yzc2LWI0MDItOGE3ZGRmMDkyZTYzXkEyXkFqcGdeQXVyMjM2OTA1OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt9697774
7225,Black & White,(I) (2021),"
Short, Crime, Drama            ","
An actress is interrupted by a superfan while recording a ""Self Tape"" audition in her home.","https://m.media-amazon.com/images/M/MV5BMjlhZGU3OTAtNTY2OS00YzIxLWE2NGMtYjMyMzAzZmMxMmQ3XkEyXkFqcGdeQXVyMjIyMzI4MTA@._V1_UY98_CR53,0,67,98_AL_.jpg",tt13217456
7226,Treasure Lies,(2020),"
Drama            ","
Rachel Khoo introduces the philosophy behind Swedish expressions for a global audience. She picks up on the ways Swedes think about food, and makes her own versions of classic Swedish food with a twist.","https://m.media-amazon.com/images/M/MV5BODFkODE3ZDgtZDExOS00NjQwLWJhZDYtN2E0NWE2MTkxZWNlXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UX67_CR0,0,67,98_AL_.jpg",tt11910162
7227,Self Tape,(2020),"
Short            ","
Through exclusive interviews and firsthand accounts, this shocking investigative special reveals the stories of four former Jehovah's Witnesses who share details of the sexual abuse they suffered during their time within the organization.","https://m.media-amazon.com/images/M/MV5BMjk3OGIzMzktZjNiNC00OTc0LThmMjQtMjUzNzhjOTgwOWRkXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UY98_CR1,0,67,98_AL_.jpg",tt11602670
7228,Rachel Khoo: My Swedish Kitchen,(2020),"
Reality-TV            ","
After her brother is killed in self-defense by his ex (Madison) whom he'd kidnapped, Lisa decides to take revenge on Madison by using a trauma support group to become her friend.","https://m.media-amazon.com/images/M/MV5BYWFiMWFhMGUtMTk4NS00NjU1LWI1MGQtZTBhNzAyYjRkOTBjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UY98_CR3,0,67,98_AL_.jpg",tt11347414
7229,The Witnesses,(2020),"
Documentary, Crime            ","
Jimmy Carr hosts another edition of The Big Fat Quiz of Everything. This year's teams are Rob Beckett and Roisin Conaty, Nish Kumar and Katherine Ryan, and Rob Brydon and Oti Mabuse.","https://m.media-amazon.com/images/M/MV5BNzc1M2I5ODEtMWZhYi00YjI2LWFkNjEtZGVjOGU4ODdhMTM0XkEyXkFqcGdeQXVyMDE4MzA0NQ@@._V1_UY98_CR53,0,67,98_AL_.jpg",tt13655624
7230,Obsession: Her Final Vengeance,(2020 TV Movie),"
Thriller            ","
With dreams to fly high, Shanaya wanted to be an airline owner. Her smartness led her to a right man, at the right time.. but alas. falls short to impress. Like her there were four more ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMzBjYTQwM2EtZDcyNi00ZDAwLWJjZTctZTc0MTM3YTQ0MTJjXkEyXkFqcGdeQXVyMTIwMTI1ODQx._V1_UY98_CR3,0,67,98_AL_.jpg",tt12898908
7231,The Big Fat Quiz of Everything,(2021 TV Special),"
Game-Show, Comedy            ","
The Life and Ministry of the Hebrew Prophet Jeremiah. A brief but compelling into his Life and Ministry which spanned over four decades.","https://m.media-amazon.com/images/M/MV5BNmRjMjIyMGMtNWUxYi00OWEwLWFiMDMtZmE0NGUzM2E5NmZiXkEyXkFqcGdeQXVyMTEwNDEyODgy._V1_UY98_CR1,0,67,98_AL_.jpg",tt14345460
7232,Woodpecker,(2020– ),"
Drama            ","
Where will you be just moments after taking your final breath? ""The Gospel Film"" is a stunningly cinematic presentation hosted by Evangelist Caleb Garraway that clearly explains what the ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMTM5YWFmODQtYzEwZi00ZTNkLWJjZDAtMjM4NzdkZTExOGQxXkEyXkFqcGdeQXVyMTIyNjk0Mjkw._V1_UX67_CR0,0,67,98_AL_.jpg",tt12844572
7233,The Bible Collection: Jeremiah,(2020),NA,"
Francisco Franco is regarded as one of the most brutal dictators in history. And the Generalissimo is still wrapped in mystery. This documentary embarks on a hunt into the past and examines the almost forty-year rule of General Franco.","https://m.media-amazon.com/images/M/MV5BOTlkM2JmOTgtYjZkOS00MzM3LTg5NzUtMGVjOTg0Y2ZhZTg0XkEyXkFqcGdeQXVyNDE0ODE4ODI@._V1_UY98_CR3,0,67,98_AL_.jpg",tt12117740
7234,The Gospel Film,(2020),"
Short            ","
A documentary about Daxflame. He is known for his role in 21 Jump Street, Project X, and his YouTube channel. He has written and published two books. He's an actor, writer, comedian, and a cool dude.","https://m.media-amazon.com/images/M/MV5BOTY1ZmQ5NjItYmE1Zi00MWNiLWI0MzQtMDc2OWU5NTQ5NGZkXkEyXkFqcGdeQXVyNjU1OTg4OTM@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12749980
7235,Sanningen om Franco,(2020),"
Documentary            ","
An Oakland widower's thirst for justice is rekindled when a local killing is oddly similar to his wife's unsolved murder from decades ago.","https://m.media-amazon.com/images/M/MV5BZDY0ZGYwODMtMDhkZS00OTJkLWE3OTUtZDk0OWI4N2M3OTg2XkEyXkFqcGdeQXVyMzcwMjc5OQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",tt6829882
7236,Ice Cream Man,(II) (2020),"
Documentary, Comedy            ","
Four incredible new films in a special event hosted by Alex Honnold. In Black Ice, a crew of aspiring ice climbers from the Memphis Rox gym travels to the frozen wilds of Montana, where ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BNGViNWVmNmUtMjg3Ny00MzdiLTk1OGEtYmE0ODgyZjRkOGE1XkEyXkFqcGdeQXVyNDQ3NzY5NTY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13825164
7237,Disrupted,(2020),"
Action, Drama, Thriller            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BMTUyMDU0MTctZmVmOS00YWExLWFmNGMtNmMzNzA0MDJmYjNjXkEyXkFqcGdeQXVyMzIyNjQxODE@._V1_UY98_CR55,0,67,98_AL_.jpg",tt12833474
7238,Princezna zakletá v case,(2020),"
Adventure, Comedy, Family            ","
The mysterious witch sisters Morgan and Celeste Parker bring you their ghoulish brand of spooky entertainment.","https://m.media-amazon.com/images/M/MV5BOGJhYjI2NjUtMWJjNi00ZjhlLTliMWMtYzkwYTkyYWU0MDIzXkEyXkFqcGdeQXVyNDc3NTMyMjg@._V1_UY98_CR34,0,67,98_AL_.jpg",tt12825700
7239,Reel Rock 15,(2020),"
Documentary            ","
A gamer meets a girl on an online forum who introduces him to the deep web an underground network where anything is possible. The pair quickly finds themselves falling dangerously into the depths of a world neither of them knew existed.","https://m.media-amazon.com/images/M/MV5BZDM4ZWE0MjYtODIzMy00YTA4LWFhODYtMDFhMjNmNjYwZmIxXkEyXkFqcGdeQXVyMjMwNTgyMzA@._V1_UY98_CR1,0,67,98_AL_.jpg",tt9496420
7240,Made in A Day,(2020– ),"
Documentary            ","
An anthology of nine different episodes dealing with queer relationships during one of the longest lock-downs in the world in Manila.","https://m.media-amazon.com/images/M/MV5BM2QzOWI4YjctY2E2YS00ZjEzLTk4YzEtMzk1OTQ0MWJmY2VhXkEyXkFqcGdeQXVyMjg5NTk1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13137256
7241,Hexen Arcane,(2020– ),"
Comedy, Fantasy, Horror            ","
A coroner fixes up the new body in the morgue, and adds a few touches of his own.","https://m.media-amazon.com/images/M/MV5BMWYxZTk2NmEtODRlOC00MDNlLWI1NjAtZDIwNGZjYjY1MDNjXkEyXkFqcGdeQXVyNTkxNDkzMTU@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10080856
7242,Deep Web,(2020),"
Crime, Horror, Thriller            ","
J.E.S.U.S.A. is an in-depth exploration of the relationship between Christianity and American nationalism and the violence that often emerges from it. Far from a new phenomenon, this ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BOGQxYTRjZGYtMzc4OS00ZmYzLThjOGEtZGU5YzkyNTViZmMxXkEyXkFqcGdeQXVyMTU0MjAwNzQ@._V1_UX67_CR0,0,67,98_AL_.jpg",tt11303880
7243,Unlocked,(2020),"
Drama            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BMWQyODAyYmQtN2NlZC00NDVmLWFlYmItMDhiOTM1N2U4YmM2XkEyXkFqcGdeQXVyNTQ0Mjg2ODA@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13309726
7244,Kissed,(2020),"
Short, Horror            ","
Chronicling the life and times of former FIA president Max Mosley, who reigned at the head of F1's governing body from 1993 to 2005, the project takes a no-holds-barred approach to the story of his career.","https://m.media-amazon.com/images/M/MV5BOTNhNjJhMjMtZThiMC00MGFlLTg3ZTgtNDVmMjM5YmIxMGM2XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt8936290
7245,J.E.S.U.S.A.,(2020),"
Documentary            ","
On a secluded island, a chair has fallen down.","https://m.media-amazon.com/images/M/MV5BZDMyYTk0ODgtMDE1OS00NzQ2LWE0ZDUtZWQ2ZDU3NzcwMzM0XkEyXkFqcGdeQXVyMTE4NDkyNjQ1._V1_UY98_CR82,0,67,98_AL_.jpg",tt13092854
7246,The Monster at the End of This Story,(2020 TV Special),"
Animation, Short, Adventure            ","
An art professor tells the peculiar story of her student E., a strange young woman whose conceptual performance pieces and singular existence leave the professor increasingly adrift.",https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,tt12829364
7247,Mosley,(2020),"
Documentary, Sport            ","
An elderly film director visits Berlin for a screening of his latest film, starting a physical and mental journey along the remnants of the wall that split the city for almost 30 years.","https://m.media-amazon.com/images/M/MV5BNDE0MzYwM2EtOWYxMy00MWU1LWIxZWMtYjAzZmEwZGVlOTFjXkEyXkFqcGdeQXVyMTk2MDc1MjQ@._V1_UY98_CR1,0,67,98_AL_.jpg",tt12358094
7248,The Calming,(2020),"
Drama            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BODE1ZDkzNzItMTFkMi00YTZlLTg1Y2MtMTFiYzkyYTUyOTU4XkEyXkFqcGdeQXVyMDQ0Mzc1NA@@._V1_UY98_CR32,0,67,98_AL_.jpg",tt12969458
7249,Communicating Vessels,(2020),"
Documentary, Short            ","
The dynamic detective duo take on Cromwell's finest - and dumbest - criminals including serial killers, anarchists and drug dealers while tackling their own very unique friendship.","https://m.media-amazon.com/images/M/MV5BMjg2YzhjNTEtNjYxZi00ZjA4LWFhNTYtYTEwODIyMmZiMDM0XkEyXkFqcGdeQXVyMjExMDE1MzQ@._V1_UY98_CR31,0,67,98_AL_.jpg",tt13872302
7250,Checkpoint Berlin,(2020),"
Documentary            ","
When two people from two different cultures meet face to face in Berlin.","https://m.media-amazon.com/images/M/MV5BZGFhNjZlYWMtZGZkMS00MzBlLTljODctNzFjMmVkNWMxODhmXkEyXkFqcGdeQXVyODE2MDcyMzY@._V1_UY98_CR1,0,67,98_AL_.jpg",tt12116392
7251,Fire Fly Eye,(2020),"
Short            ","
Set six months into lockdown after the outbreak of Covid-19, we follow the story of Jay, a key worker who gives us an insight into his daily routine.","https://m.media-amazon.com/images/M/MV5BNzA3NGVlNTktZjZhMS00ZTY1LWI0ZGYtZmI5MjA3MDFmMzk5XkEyXkFqcGdeQXVyMjgyODcyMjM@._V1_UY98_CR2,0,67,98_AL_.jpg",tt12285194
7252,Smith & Jones,(2021– ),"
Comedy            ","
Saving a Hero's Place is a non profit in Texas made up of police officers and craftsmen. Their mission is to memorialize fallen officers. Together, they set out on an intimate journey and demonstrate what it means to never be forgotten.","https://m.media-amazon.com/images/M/MV5BNzc2NTQwOWUtNTkzYy00ZjRjLTg2MDItZGM1MWI1M2E4YTU3XkEyXkFqcGdeQXVyNTUwMDY1Mjg@._V1_UX67_CR0,0,67,98_AL_.jpg",tt9566968
7253,Parallel,(I) (2020),"
Short, Drama, Thriller            ","
Around the world, in countries devastated by war, some mothers start giving birth to physically and mentally different babies who seem to be supernaturally gifted. Their appearance sparks a...                See full summary »
","https://m.media-amazon.com/images/M/MV5BNjE5MTgzNmMtNjFmNy00ZWQ0LTkwOGItOWQ2ZmMzYWI2ZjE3XkEyXkFqcGdeQXVyMjA5Njg3NjQ@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7509568
7254,When Life Gives You Lemons,(2020),"
Short, Comedy            ","
It is a historic film capturing for future generations what it was like to be alive during the Coronavirus pandemic.","https://m.media-amazon.com/images/M/MV5BZTEzYzY1NTctZjBhMS00NTE1LWIzMDktMWY1ODYzZjFkMWZhXkEyXkFqcGdeQXVyMTIwMDUwNzEy._V1_UX67_CR0,0,67,98_AL_.jpg",tt12600846
7255,Honor Chair,(2020),"
Documentary, Short            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BMmYyMmU2YmMtNzE2ZC00MTg5LTljOTYtNzM2MTQ4OWI4NGI4XkEyXkFqcGdeQXVyMjMwMjAzOTI@._V1_UY98_CR4,0,67,98_AL_.jpg",tt11905308
7256,Vikaari,(2020),"
Short, Action, Drama            ","
Add a Plot
",https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,tt13052696
7257,Lockdown in a Day,(2020),"
Documentary, Short            ","
Add a Plot
",https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,tt13964186
7258,Train Gone Sorry,(2020– ),"
Comedy            ","
A woman suggests and gets flirtation from a man who's been watching from afar during Covid-19's national quarantine. From simple gifts, messages and thoughtful communication, the two become...                See full summary »
","https://m.media-amazon.com/images/M/MV5BYzlkNDc4MmEtY2I3OC00ZmU2LWEzNjUtMjBlZTQzYjUzNjZkXkEyXkFqcGdeQXVyNDI4OTY3MjE@._V1_UY98_CR44,0,67,98_AL_.jpg",tt13702162
7259,Blackpink & Selena Gomez: Ice Cream (Dance Performance Version),(2020 Music Video),"
Animation, Music            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BNGNiNDg2MjctZWRlZi00YjFmLWE0YzYtZjMwNDY1ZDRhN2Y0XkEyXkFqcGdeQXVyMzQwNDk2ODM@._V1_UY98_CR53,0,67,98_AL_.jpg",tt13211990
7260,Lego Unchained,(2021),"
Short, Action            ","
Cinemaphobia is a mini-series in the genre of horror almanac. Each episode tells a new, terrifying story. Unsuspecting people will have to face true horror, and it depends only on them how everything will end.","https://m.media-amazon.com/images/M/MV5BZmUzYmVmZjMtMGE5Ny00ZDRiLWIwNjItN2Q0ZWIxYTcwOGU1XkEyXkFqcGdeQXVyMTI1NDg4NDkx._V1_UX67_CR0,0,67,98_AL_.jpg",tt13341920
